PolY1,PolX1,PolY2,PolX2,PolY3,PolX3,PolY4,PolX4,PolY5,PolX5,PolY6,PolX6
,,,,,,7.432417563,50.29320391,13.98028566,60.36233017,21.1420164,16.62456299
,,,,,,7.37395744,50.4278761,13.82828934,60.71247785,20.88771486,16.03873898
,,,,,,7.314268534,50.56059029,13.67309819,61.05753475,20.62806812,15.46143224
,,,,,,7.253369028,50.69130606,13.51475947,61.39739577,20.36315527,14.89281862
,,,,,,7.191277471,50.8199836,13.35332143,61.73195736,20.093057,14.33307134
,,,,,,7.128012778,50.9465837,13.18883322,62.06111763,19.81785559,13.78236089
,,,,,,7.06359422,51.07106781,13.02134497,62.38477631,19.53763486,13.24085502
,,,,,,6.998041419,51.193398,12.85090769,62.70283481,19.25248017,12.70871869
,,,,,,6.931374343,51.31353702,12.67757329,63.01519624,18.96247839,12.18611398
,,,,,,6.863613299,51.43144825,12.50139458,63.32176546,18.66771785,11.67320009
,,,,,,6.794778929,51.5470958,12.32242522,63.62244909,18.36828834,11.17013326
,,,,,,6.7248922,51.66044443,12.14071972,63.91715552,18.26240181,10.99641469
,,,,,,6.6539744,51.77145961,11.95633344,64.205795,17.75578864,10.19415068
,,,,,,6.582047131,51.88010754,11.76932254,64.48827959,17.44290502,9.721532218
,,,,,,6.509132303,51.9863551,11.57974399,64.76452326,17.12572552,9.259355313
,,,,,,6.435252126,52.09016994,11.38765553,65.03444185,16.80434675,8.807760745
,,,,,,6.360429106,52.19152044,11.19311568,65.29795315,16.47886661,8.366886073
,,,,,,6.284686034,52.29037573,10.99618369,65.55497689,16.14938425,7.936865594
,,,,,,6.208045982,52.38670568,10.79691955,65.80543477,15.81600002,7.517830294
,,,,,,6.130532296,52.48048096,10.59538397,66.0492505,15.47881549,7.109907817
,,,,,,6.052168586,52.57167301,10.39163832,66.28634982,15.13793335,6.713222419
,,,,,,5.972978723,52.66025404,10.18574468,66.5166605,14.79345745,6.327894935
,,,,,,5.89298683,52.74619707,9.977765758,66.74011239,14.44549271,5.954042739
,,,,,,5.812217272,52.82947593,9.767764908,66.95663741,14.09414513,5.591779711
,,,,,,5.730694653,52.91006524,9.555806097,67.16616963,13.73952174,5.241216198
,,,,,,5.648443805,52.98794046,9.341953893,67.3686452,13.38173055,4.902458986
,,,,,,5.565489783,53.06307787,9.126273435,67.56400246,13.02088055,4.575611264
,,,,,,5.481857854,53.13545458,8.908830422,67.7521819,12.65708167,4.260772593
,,,,,,5.397573496,53.20504853,8.689691089,67.93312619,12.29044471,3.958038875
,,,,,,5.31266238,53.27183855,8.468922189,68.10678022,11.92108135,3.667502326
,,,,,,5.227150373,53.33580426,8.246590969,68.27309109,11.54910412,3.389251447
,,,,,,5.141063521,53.39692621,8.022765154,68.43200814,11.17462632,3.123370996
,,,,,,5.054428047,53.45518576,7.797512923,68.58348297,10.79776201,2.869941961
,,,,,,4.967270343,53.51056516,7.570902891,68.72746942,10.41862599,2.629041541
,,,,,,4.879616956,53.56304756,7.343004085,68.86392366,10.03733376,2.400743116
,,,,,,4.791494586,53.61261696,7.113885925,68.99280409,9.654001451,2.185116227
,,,,,,4.702930078,53.65925826,6.883618203,69.11407148,9.268745839,1.982226556
,,,,,,4.613950408,53.70295726,6.65227106,69.22768888,8.881684273,1.792135907
,,,,,,4.52458268,53.74370065,6.419914967,69.33362168,8.492934657,1.614902182
,,,,,,4.434854117,53.78147601,6.186620703,69.43183762,8.102615407,1.450579368
,,,,,,4.34479205,53.81627183,5.95245933,69.52230677,7.710845418,1.29921752
,,,,,,4.254423914,53.84807753,5.717502177,69.60500158,7.317744027,1.160862744
,,,,,,4.163777236,53.87688341,5.481820814,69.67989686,6.923430977,1.035557184
,,,,,,4.072879627,53.90268069,5.245487031,69.74696979,6.528026379,0.92333901
,,,,,,3.981758776,53.92546152,5.008572819,69.80619994,6.131650678,0.824242404
,,,,,,3.89044244,53.94521895,4.771150343,69.85756928,5.734424612,0.738297551
,,,,,,3.798958433,53.96194698,4.533291925,69.90106215,5.336469182,0.665530633
,,,,,,3.707334622,53.9756405,4.295070018,69.93666531,4.937905607,0.605963814
,,,,,,3.615598919,53.98629535,4.056557188,69.9643679,4.538855296,0.559615238
,,,,,,3.523779265,53.99390827,3.817826088,69.9841615,4.139439801,0.526499025
,,,,,,3.43190363,53.99847695,3.578949437,69.99604007,3.739780789,0.506625261
,,,,,,3.34,54,3.34,70,3.34,0.5
,,,,,,-1,54,-1,70,-1,0.5
,,,,,,-1,34,-1,54,-1,18
,,,,,,,,3.34,54,3.34,18
,,,,,,,,3.43190363,53.99847695,3.578949437,18.00395993
,,,,,,,,3.523779265,53.99390827,3.817826088,18.0158385
,,,,,,,,3.615598919,53.98629535,4.056557188,18.0356321
,,,,,,,,3.707334622,53.9756405,4.295070018,18.06333469
,,,,,,,,3.798958433,53.96194698,4.533291925,18.09893785
,,,,,,,,3.89044244,53.94521895,4.771150343,18.14243072
,,,,,,,,3.981758776,53.92546152,5.008572819,18.19380006
,,,,,,,,4.072879627,53.90268069,5.245487031,18.25303021
,,,,,,,,4.163777236,53.87688341,5.481820814,18.32010314
,,,,,,,,4.254423914,53.84807753,5.717502177,18.39499842
,,,,,,,,4.34479205,53.81627183,5.95245933,18.47769323
,,,,,,,,4.434854117,53.78147601,6.186620703,18.56816238
,,,,,,,,4.52458268,53.74370065,6.419914967,18.66637832
,,,,,,,,4.613950408,53.70295726,6.65227106,18.77231112
,,,,,,,,4.702930078,53.65925826,6.883618203,18.88592852
,,,,,,,,4.791494586,53.61261696,7.113885925,19.00719591
,,,,,,,,4.879616956,53.56304756,7.343004085,19.13607634
,,,,,,,,4.967270343,53.51056516,7.570902891,19.27253058
,,,,,,,,5.054428047,53.45518576,7.797512923,19.41651703
,,,,,,,,5.141063521,53.39692621,8.022765154,19.56799186
,,,,,,,,5.227150373,53.33580426,8.246590969,19.72690891
,,,,,,,,5.31266238,53.27183855,8.468922189,19.89321978
,,,,,,,,5.397573496,53.20504853,8.689691089,20.06687381
,,,,,,,,5.481857854,53.13545458,8.908830422,20.2478181
,,,,,,,,5.565489783,53.06307787,9.126273435,20.43599754
,,,,,,,,5.648443805,52.98794046,9.341953893,20.6313548
,,,,,,,,5.730694653,52.91006524,9.555806097,20.83383037
,,,,,,,,5.812217272,52.82947593,9.767764908,21.04336259
,,,,,,,,5.89298683,52.74619707,9.977765758,21.25988761
,,,,,,,,5.972978723,52.66025404,10.18574468,21.4833395
,,,,,,,,6.052168586,52.57167301,10.39163832,21.71365018
,,,,,,,,6.130532296,52.48048096,10.59538397,21.9507495
,,,,,,,,6.208045982,52.38670568,10.79691955,22.19456523
,,,,,,,,6.284686034,52.29037573,10.99618369,22.44502311
,,,,,,,,6.360429106,52.19152044,11.19311568,22.70204685
,,,,,,,,6.435252126,52.09016994,11.38765553,22.96555815
,,,,,,,,6.509132303,51.9863551,11.57974399,23.23547674
,,,,,,,,6.582047131,51.88010754,11.76932254,23.51172041
,,,,,,,,6.6539744,51.77145961,11.95633344,23.794205
,,,,,,,,6.7248922,51.66044443,12.14071972,24.08284448
,,,,,,,,6.794778929,51.5470958,12.32242522,24.37755091
,,,,,,,,6.863613299,51.43144825,12.50139458,24.67823454
,,,,,,,,6.931374343,51.31353702,12.67757329,24.98480376
,,,,,,,,6.998041419,51.193398,12.85090769,25.29716519
,,,,,,,,7.06359422,51.07106781,13.02134497,25.61522369
,,,,,,,,7.128012778,50.9465837,13.18883322,25.93888237
,,,,,,,,7.191277471,50.8199836,13.35332143,26.26804264
,,,,,,,,7.253369028,50.69130606,13.51475947,26.60260423
,,,,,,,,7.314268534,50.56059029,13.67309819,26.94246525
,,,,,,,,7.37395744,50.4278761,13.82828934,27.28752215
,,,,,,,,7.432417563,50.29320391,13.98028566,27.63766983
,,,,,,,,7.489631096,50.15661475,14.12904085,27.99280164
,,,,,,,,7.545580611,50.01815023,14.27450959,28.3528094
,,,,,,,,7.600249066,49.87785252,14.41664757,28.71758344
,,,,,,,,7.653619808,49.73576436,14.5554115,29.08701265
,,,,,,,,7.705676579,49.59192903,14.69075911,29.46098451
,,,,,,,,7.756403523,49.44639035,14.82264916,29.83938509
,,,,,,,,7.805785187,49.29919264,14.95104149,30.22209913
,,,,,,,,7.85380653,49.15038075,15.07589698,30.60901005
,,,,,,,,7.900452924,49,15.1971776,31
,,,,,,,,7.94571016,48.8480962,15.31484642,31.39494987
,,,,,,,,7.989564452,48.69471563,15.42886757,31.79373937
,,,,,,,,8.032002441,48.539905,15.53920635,32.19624701
,,,,,,,,8.073011201,48.38371147,15.64582912,32.60235018
,,,,,,,,8.11257824,48.22618262,15.74870342,33.01192519
,,,,,,,,8.150691506,48.06736643,15.84779791,33.42484728
,,,,,,,,8.187339388,47.90731128,15.94308241,33.84099066
,,,,,,,,8.222510724,47.74606593,16.03452788,34.26022857
,,,,,,,,8.256194799,47.5836795,16.12210648,34.68243331
,,,,,,,,8.288381354,47.42020143,16.20579152,35.10747627
,,,,,,,,8.319060584,47.25568154,16.28555752,35.53522798
,,,,,,,,8.348223144,47.09016994,16.36138018,35.96555815
,,,,,,,,8.375860151,46.92371705,16.43323639,36.39833568
,,,,,,,,8.401963186,46.75637356,16.50110428,36.83342875
,,,,,,,,8.426524298,46.58819045,16.56496317,37.27070483
,,,,,,,,8.449536005,46.41921896,16.62479361,37.71003071
,,,,,,,,8.470991299,46.24951054,16.68057738,38.15127259
,,,,,,,,8.490883642,46.07911691,16.73229747,38.59429604
,,,,,,,,8.509206977,45.90808995,16.77993814,39.03896612
,,,,,,,,8.525955721,45.73648178,16.82348487,39.48514738
,,,,,,,,8.541124772,45.56434465,16.86292441,39.93270391
,,,,,,,,8.554709511,45.39173101,16.89824473,40.38149938
,,,,,,,,8.566705799,45.21869343,16.92943508,40.83139707
,,,,,,,,8.577109981,45.04528463,16.95648595,41.28225996
,,,,,,,,8.585918889,44.87155743,16.97938911,41.73395069
,,,,,,,,8.593129839,44.69756474,16.99813758,42.18633168
,,,,,,,,8.598740635,44.52335956,17.01272565,42.63926514
,,,,,,,,8.602749568,44.34899497,17.02314888,43.09261309
,,,,,,,,8.605155416,44.17452406,17.02940408,43.54623743
,,,,,,,,8.605957447,44,17.03148936,44
,,,,,,,,8.605155416,43.82547594,17.02940408,44.45376257
,,,,,,,,8.602749568,43.65100503,17.02314888,44.90738691
,,,,,,,,8.598740635,43.47664044,17.01272565,45.36073486
,,,,,,,,8.593129839,43.30243526,16.99813758,45.81366832
,,,,,,,,8.585918889,43.12844257,16.97938911,46.26604931
,,,,,,,,8.577109981,42.95471537,16.95648595,46.71774004
,,,,,,,,8.566705799,42.78130657,16.92943508,47.16860293
,,,,,,,,8.554709511,42.60826899,16.89824473,47.61850062
,,,,,,,,8.541124772,42.43565535,16.86292441,48.06729609
,,,,,,,,8.525955721,42.26351822,16.82348487,48.51485262
,,,,,,,,8.509206977,42.09191005,16.77993814,48.96103388
,,,,,,,,8.490883642,41.92088309,16.73229747,49.40570396
,,,,,,,,8.470991299,41.75048946,16.68057738,49.84872741
,,,,,,,,8.449536005,41.58078104,16.62479361,50.28996929
,,,,,,,,8.426524298,41.41180955,16.56496317,50.72929517
,,,,,,,,8.401963186,41.24362644,16.50110428,51.16657125
,,,,,,,,8.375860151,41.07628295,16.43323639,51.60166432
,,,,,,,,8.348223144,40.90983006,16.36138018,52.03444185
,,,,,,,,8.319060584,40.74431846,16.28555752,52.46477202
,,,,,,,,8.288381354,40.57979857,16.20579152,52.89252373
,,,,,,,,8.256194799,40.4163205,16.12210648,53.31756669
,,,,,,,,8.222510724,40.25393407,16.03452788,53.73977143
,,,,,,,,8.187339388,40.09268872,15.94308241,54.15900934
,,,,,,,,8.150691506,39.93263357,15.84779791,54.57515272
,,,,,,,,8.11257824,39.77381738,15.74870342,54.98807481
,,,,,,,,8.073011201,39.61628853,15.64582912,55.39764982
,,,,,,,,8.032002441,39.460095,15.53920635,55.80375299
,,,,,,,,7.989564452,39.30528437,15.42886757,56.20626063
,,,,,,,,7.94571016,39.1519038,15.31484642,56.60505013
,,,,,,,,7.900452924,39,15.1971776,57
,,,,,,,,7.85380653,38.84961925,15.07589698,57.39098995
,,,,,,,,7.805785187,38.70080736,14.95104149,57.77790087
,,,,,,,,7.756403523,38.55360965,14.82264916,58.16061491
,,,,,,,,7.705676579,38.40807097,14.69075911,58.53901549
,,,,,,,,7.653619808,38.26423564,14.5554115,58.91298735
,,,,,,,,7.600249066,38.12214748,14.41664757,59.28241656
,,,,,,,,7.545580611,37.98184977,14.27450959,59.6471906
,,,,,,,,7.489631096,37.84338525,14.12904085,60.00719836
,,,,,,,,7.432417563,37.70679609,13.98028566,60.36233017
,,,,,,,,7.37395744,37.5721239,13.82828934,60.71247785
,,,,,,,,7.314268534,37.43940971,13.67309819,61.05753475
,,,,,,,,7.253369028,37.30869394,13.51475947,61.39739577
,,,,,,,,7.191277471,37.1800164,13.35332143,61.73195736
,,,,,,,,7.128012778,37.0534163,13.18883322,62.06111763
,,,,,,,,7.06359422,36.92893219,13.02134497,62.38477631
,,,,,,,,6.998041419,36.806602,12.85090769,62.70283481
,,,,,,,,6.931374343,36.68646298,12.67757329,63.01519624
,,,,,,,,6.863613299,36.56855175,12.50139458,63.32176546
,,,,,,,,6.794778929,36.4529042,12.32242522,63.62244909
,,,,,,,,6.7248922,36.33955557,12.14071972,63.91715552
,,,,,,,,6.6539744,36.22854039,11.95633344,64.205795
,,,,,,,,6.582047131,36.11989246,11.76932254,64.48827959
,,,,,,,,6.509132303,36.0136449,11.57974399,64.76452326
,,,,,,,,6.435252126,35.90983006,11.38765553,65.03444185
,,,,,,,,6.360429106,35.80847956,11.19311568,65.29795315
,,,,,,,,6.284686034,35.70962427,10.99618369,65.55497689
,,,,,,,,6.208045982,35.61329432,10.79691955,65.80543477
,,,,,,,,6.130532296,35.51951904,10.59538397,66.0492505
,,,,,,,,6.052168586,35.42832699,10.39163832,66.28634982
,,,,,,,,5.972978723,35.33974596,10.18574468,66.5166605
,,,,,,,,5.89298683,35.25380293,9.977765758,66.74011239
,,,,,,,,5.812217272,35.17052407,9.767764908,66.95663741
,,,,,,,,5.730694653,35.08993476,9.555806097,67.16616963
,,,,,,,,5.648443805,35.01205954,9.341953893,67.3686452
,,,,,,,,5.565489783,34.93692213,9.126273435,67.56400246
,,,,,,,,5.481857854,34.86454542,8.908830422,67.7521819
,,,,,,,,5.397573496,34.79495147,8.689691089,67.93312619
,,,,,,,,5.31266238,34.72816145,8.468922189,68.10678022
,,,,,,,,5.227150373,34.66419574,8.246590969,68.27309109
,,,,,,,,5.141063521,34.60307379,8.022765154,68.43200814
,,,,,,,,5.054428047,34.54481424,7.797512923,68.58348297
,,,,,,,,4.967270343,34.48943484,7.570902891,68.72746942
,,,,,,,,4.879616956,34.43695244,7.343004085,68.86392366
,,,,,,,,4.791494586,34.38738304,7.113885925,68.99280409
,,,,,,,,4.702930078,34.34074174,6.883618203,69.11407148
,,,,,,,,4.613950408,34.29704274,6.65227106,69.22768888
,,,,,,,,4.52458268,34.25629935,6.419914967,69.33362168
,,,,,,,,4.434854117,34.21852399,6.186620703,69.43183762
,,,,,,,,4.34479205,34.18372817,5.95245933,69.52230677
,,,,,,,,4.254423914,34.15192247,5.717502177,69.60500158
,,,,,,,,4.163777236,34.12311659,5.481820814,69.67989686
,,,,,,,,4.072879627,34.09731931,5.245487031,69.74696979
,,,,,,,,3.981758776,34.07453848,5.008572819,69.80619994
,,,,,,,,3.89044244,34.05478105,4.771150343,69.85756928
,,,,,,,,3.798958433,34.03805302,4.533291925,69.90106215
,,,,,,,,3.707334622,34.0243595,4.295070018,69.93666531
,,,,,,,,3.615598919,34.01370465,4.056557188,69.9643679
,,,,,,,,3.523779265,34.00609173,3.817826088,69.9841615
,,,,,,,,3.43190363,34.00152305,3.578949437,69.99604007
,,,,,,,,3.34,34,3.34,70
,,,,,,,,-1,34,-1,70
,,,,,,,,-1,18,-1,87.5
